Run,IMA,Subject,Session,Blocknumber,Blocktype,Stimulus,ProbeTrial,Correct,StimulusDuration,GrayDuration,ChoiceDuration,ITIDuration,CorrectLocation,UpperRightChoice,LowerRightChoice,LowerLeftChoice,UpperLeftChoice,CorrectChoiceStim,ChoiceLocation,ChoiceStimuli,PercentFixationStim,MedianDistanceStim,Complete
6,9,Jeeves,2023-09-19,1,Colors,LightPurple,1,1,3,0,1,3,LowerRight,Diamond,Rabbit,Hat,UpArrow,Rabbit,LowerRight,Rabbit,0.0922509225092251,13.408034310208,1
6,9,Jeeves,2023-09-19,2,Colors,DarkGreen,1,1,3,0,1,3,LowerRight,Spade,Bar,UpArrow,Hat,Bar,LowerRight,Bar,0.803703703703704,0.501728382111735,1
6,9,Jeeves,2023-09-19,3,Colors,DarkBlue,1,1,3,0,1,3,LowerRight,Diamond,Nail,Bar,UpArrow,Nail,LowerRight,Nail,0.751851851851852,0.501728382111735,1
6,9,Jeeves,2023-09-19,4,Colors,LightYellow,1,1,3,0,1,3,UpperLeft,Nail,Hat,Rabbit,Diamond,Diamond,UpperLeft,Diamond,0.92962962962963,0.408941314027395,1
6,9,Jeeves,2023-09-19,5,Chromatic,Spade,1,1,3,0,1,3,LowerLeft,DarkGray,LightPurple,LightTurquiose,DarkBlue,LightTurquiose,LowerLeft,LightTurquiose,0.651851851851852,0.603344079602059,1
6,9,Jeeves,2023-09-19,6,Chromatic,Bar,1,0,3,0,1,3,UpperLeft,DarkBlue,LightTurquiose,LightPurple,DarkGreen,DarkGreen,LowerRight,LightTurquiose,0.988888888888889,0.417698449396284,1
6,9,Jeeves,2023-09-19,7,Colors,LightPurple,1,1,3,0,1,3,UpperRight,Rabbit,Hat,UpArrow,Spade,Rabbit,UpperRight,Rabbit,0.662962962962963,0.56151813249862,1
6,9,Jeeves,2023-09-19,8,Colors,DarkBlue,1,1,3,0,1,3,UpperLeft,Hat,Bar,UpArrow,Nail,Nail,UpperLeft,Nail,0.966666666666667,0.345733994247792,1
6,9,Jeeves,2023-09-19,9,Colors,LightPurple,1,1,3,0,1,3,LowerRight,Nail,Rabbit,Diamond,Bar,Rabbit,LowerRight,Rabbit,0.918518518518519,0.510257399040141,1
6,9,Jeeves,2023-09-19,10,Chromatic,Nail,1,1,3,0,1,3,LowerLeft,DarkGray,LightYellow,DarkBlue,DarkGreen,DarkBlue,LowerLeft,DarkBlue,0.618518518518518,0.662324229445129,1
6,9,Jeeves,2023-09-19,11,Chromatic,UpArrow,1,1,3,0,1,3,LowerRight,DarkGreen,DarkRed,DarkGray,LightYellow,DarkRed,LowerRight,DarkRed,0.992592592592593,0.366139446397769,1
6,9,Jeeves,2023-09-19,12,Colors,LightPurple,1,1,3,0,1,3,UpperRight,Rabbit,Spade,UpArrow,Diamond,Rabbit,UpperRight,Rabbit,0.655555555555556,0.679144305523536,1
6,9,Jeeves,2023-09-19,13,Colors,LightTurquiose,1,0,3,0,1,3,LowerRight,Bar,Spade,Rabbit,Nail,Spade,LowerLeft,Rabbit,0.907407407407407,0.471746218317007,1
6,9,Jeeves,2023-09-19,14,Colors,LightPurple,1,1,3,0,1,3,UpperLeft,UpArrow,Spade,Diamond,Rabbit,Rabbit,UpperLeft,Rabbit,0.653992395437262,0.731289856321661,1
6,9,Jeeves,2023-09-19,15,Colors,LightPurple,1,1,3,0,1,3,LowerRight,Nail,Rabbit,Bar,UpArrow,Rabbit,LowerRight,Rabbit,0.929368029739777,0.299956035995367,1
